Chromosome/scaffold name	Gene stable ID	Gene stable ID version	Gene start (bp)	Gene end (bp)
19	ENSG00000116014	ENSG00000116014.10	917287	921005
1	ENSG00000232663	ENSG00000232663.2	8909742	8909904
1	ENSG00000284646	ENSG00000284646.1	11311734	11319093
1	ENSG00000240409	ENSG00000240409.1	633535	633741
1	ENSG00000229344	ENSG00000229344.1	632757	633438
1	ENSG00000231510	ENSG00000231510.1	5086459	5090899
8	ENSG00000104689	ENSG00000104689.10	23190452	23225102
1	ENSG00000149527	ENSG00000149527.18	2425980	2505532
19	ENSG00000267148	ENSG00000267148.1	3775996	3776182
19	ENSG00000182087	ENSG00000182087.14	1009648	1021179
20	ENSG00000131067	ENSG00000131067.17	34844720	34872856
12	ENSG00000121335	ENSG00000121335.12	11391540	11501041
12	ENSG00000256339	ENSG00000256339.1	14841092	14844708
22	ENSG00000285025	ENSG00000285025.1	39504231	39504443
12	ENSG00000254016	ENSG00000254016.3	8227734	8231764
22	ENSG00000187051	ENSG00000187051.9	39529093	39532761
12	ENSG00000256155	ENSG00000256155.1	10358464	10361045
12	ENSG00000255621	ENSG00000255621.1	13000451	13040679
16	ENSG00000197599	ENSG00000197599.12	1434383	1444556
18	ENSG00000177576	ENSG00000177576.12	49477243	49487252
12	ENSG00000166535	ENSG00000166535.20	8822621	8887001
8	ENSG00000230106	ENSG00000230106.1	7170550	7170741
8	ENSG00000254384	ENSG00000254384.1	36278960	36279483
8	ENSG00000198042	ENSG00000198042.11	33485182	33501262
18	ENSG00000179981	ENSG00000179981.11	75210755	75289950
22	ENSG00000228045	ENSG00000228045.1	17518676	17519029
22	ENSG00000286195	ENSG00000286195.1	17521514	17570078
22	ENSG00000182902	ENSG00000182902.14	17563450	17590995
18	ENSG00000154856	ENSG00000154856.13	10454635	10489949
16	ENSG00000182601	ENSG00000182601.7	25691959	26137685
16	ENSG00000183971	ENSG00000183971.10	2009926	2020755
8	ENSG00000175445	ENSG00000175445.17	19901717	19967259
20	ENSG00000204117	ENSG00000204117.2	37676889	37683234
18	ENSG00000134265	ENSG00000134265.13	10525905	10552764
20	ENSG00000130590	ENSG00000130590.14	63974116	63980008
16	ENSG00000140983	ENSG00000140983.14	668105	674174
14	ENSG00000258524	ENSG00000258524.1	73571159	73571667
14	ENSG00000282308	ENSG00000282308.1	35222174	35222746
14	ENSG00000266869	ENSG00000266869.2	71848606	71928596
1	ENSG00000284739	ENSG00000284739.1	4963954	4973298
20	ENSG00000287478	ENSG00000287478.1	55607852	55744938
20	ENSG00000233347	ENSG00000233347.1	52110344	52111049
20	ENSG00000286865	ENSG00000286865.1	53137293	53141169
14	ENSG00000258513	ENSG00000258513.1	74192589	74192823
19	ENSG00000065717	ENSG00000065717.15	2997639	3047635
17	ENSG00000261987	ENSG00000261987.2	19166896	19169668
20	ENSG00000284481	ENSG00000284481.1	2652777	2652842
20	ENSG00000221116	ENSG00000221116.1	2654212	2654286
14	ENSG00000133980	ENSG00000133980.5	74303069	74360008
20	ENSG00000271798	ENSG00000271798.1	2655067	2655198
1	ENSG00000007923	ENSG00000007923.16	6634168	6701924
17	ENSG00000266466	ENSG00000266466.1	21532974	21542786
9	ENSG00000277297	ENSG00000277297.1	66721158	66722760
20	ENSG00000212498	ENSG00000212498.1	2656097	2656182
9	ENSG00000277711	ENSG00000277711.1	19967239	19967994
20	ENSG00000229686	ENSG00000229686.1	2656624	2656694
17	ENSG00000263976	ENSG00000263976.1	20491323	20491443
9	ENSG00000204801	ENSG00000204801.7	62474948	62476333
20	ENSG00000226572	ENSG00000226572.1	2656939	2657010
20	ENSG00000202380	ENSG00000202380.1	5890055	5890212
9	ENSG00000240498	ENSG00000240498.9	21994139	22128103
20	ENSG00000252096	ENSG00000252096.1	4868984	4869118
20	ENSG00000207380	ENSG00000207380.1	5964538	5964650
20	ENSG00000263755	ENSG00000263755.2	6001733	6002030
20	ENSG00000278159	ENSG00000278159.1	7371608	7371692
20	ENSG00000212247	ENSG00000212247.1	13973316	13973424
20	ENSG00000239923	ENSG00000239923.3	14223041	14223325
14	ENSG00000285633	ENSG00000285633.1	25916015	25998805
20	ENSG00000199570	ENSG00000199570.1	14352320	14352425
17	ENSG00000214946	ENSG00000214946.14	15732247	15749192
20	ENSG00000276525	ENSG00000276525.1	10025917	10026168
14	ENSG00000165898	ENSG00000165898.14	74493756	74497106
20	ENSG00000199803	ENSG00000199803.1	15021553	15021659
20	ENSG00000201180	ENSG00000201180.1	15022852	15022958
20	ENSG00000222500	ENSG00000222500.1	15280764	15280873
20	ENSG00000212165	ENSG00000212165.2	16982831	16983033
20	ENSG00000202260	ENSG00000202260.1	17576206	17576510
20	ENSG00000251955	ENSG00000251955.1	17187510	17187616
20	ENSG00000200494	ENSG00000200494.1	16670641	16670742
20	ENSG00000240584	ENSG00000240584.3	7633562	7633851
20	ENSG00000243702	ENSG00000243702.3	18592330	18592619
20	ENSG00000221806	ENSG00000221806.1	18611047	18611167
20	ENSG00000252422	ENSG00000252422.1	18433842	18433944
22	ENSG00000236754	ENSG00000236754.5	17580157	17589192
20	ENSG00000207305	ENSG00000207305.1	2453010	2453117
20	ENSG00000278525	ENSG00000278525.1	20738433	20738731
20	ENSG00000238833	ENSG00000238833.1	17209060	17209220
20	ENSG00000278410	ENSG00000278410.1	21614978	21615435
20	ENSG00000212536	ENSG00000212536.1	5098387	5098476
22	ENSG00000131100	ENSG00000131100.13	17592136	17628749
20	ENSG00000222281	ENSG00000222281.1	11818821	11819091
20	ENSG00000207355	ENSG00000207355.1	24974171	24974280
20	ENSG00000242348	ENSG00000242348.3	1666360	1666640
20	ENSG00000201348	ENSG00000201348.1	8831186	8831393
20	ENSG00000264879	ENSG00000264879.2	20316755	20316994
20	ENSG00000202414	ENSG00000202414.1	25214698	25214798
20	ENSG00000223128	ENSG00000223128.1	21424758	21425041
20	ENSG00000251883	ENSG00000251883.1	25611153	25611223
20	ENSG00000283291	ENSG00000283291.1	29741510	29741661
20	ENSG00000201527	ENSG00000201527.1	23160857	23160971
20	ENSG00000283568	ENSG00000283568.1	29297095	29297246
8	ENSG00000249005	ENSG00000249005.3	7272148	7275158
20	ENSG00000200231	ENSG00000200231.1	24237255	24237398
20	ENSG00000212134	ENSG00000212134.1	31376319	31376446
20	ENSG00000201728	ENSG00000201728.1	23380896	23381012
20	ENSG00000283592	ENSG00000283592.1	29575060	29575171
20	ENSG00000275305	ENSG00000275305.1	30816156	30816274
20	ENSG00000265137	ENSG00000265137.3	18470615	18470691
20	ENSG00000252649	ENSG00000252649.1	31356870	31356978
20	ENSG00000275877	ENSG00000275877.1	30484925	30485076
14	ENSG00000140044	ENSG00000140044.13	75427716	75474111
20	ENSG00000242236	ENSG00000242236.2	25654595	25654881
X	ENSG00000231053	ENSG00000231053.1	70361486	70362374
20	ENSG00000273745	ENSG00000273745.1	10649636	10649695
20	ENSG00000264616	ENSG00000264616.1	34049119	34049190
X	ENSG00000282850	ENSG00000282850.2	119998087	120000088
8	ENSG00000282759	ENSG00000282759.1	891251	893112
20	ENSG00000200325	ENSG00000200325.1	30309015	30309126
X	ENSG00000274901	ENSG00000274901.2	126502867	126503155
20	ENSG00000274385	ENSG00000274385.1	30713240	30713346
20	ENSG00000277965	ENSG00000277965.1	38711821	38712103
20	ENSG00000199676	ENSG00000199676.1	35853252	35853364
X	ENSG00000166681	ENSG00000166681.14	103376395	103378164
20	ENSG00000201151	ENSG00000201151.1	35117136	35117207
20	ENSG00000207635	ENSG00000207635.1	34990376	34990497
20	ENSG00000283441	ENSG00000283441.1	34990400	34990472
20	ENSG00000201811	ENSG00000201811.1	38442036	38442169
20	ENSG00000201221	ENSG00000201221.1	35887659	35887801
20	ENSG00000202150	ENSG00000202150.1	35030317	35030420
20	ENSG00000207053	ENSG00000207053.1	35928570	35928675
20	ENSG00000206801	ENSG00000206801.1	43796437	43796543
20	ENSG00000200208	ENSG00000200208.1	23457584	23457685
20	ENSG00000283433	ENSG00000283433.1	29874059	29874177
8	ENSG00000147421	ENSG00000147421.18	28890395	29064764
20	ENSG00000240474	ENSG00000240474.3	38872770	38873074
20	ENSG00000201498	ENSG00000201498.1	34384165	34384265
20	ENSG00000207997	ENSG00000207997.1	34466325	34466418
20	ENSG00000206582	ENSG00000206582.1	34526510	34526606
20	ENSG00000274309	ENSG00000274309.1	38448084	38448215
20	ENSG00000264767	ENSG00000264767.2	38098414	38098700
20	ENSG00000251770	ENSG00000251770.1	47873191	47873273
20	ENSG00000275337	ENSG00000275337.1	39349094	39349392
20	ENSG00000238950	ENSG00000238950.1	47826969	47827044
20	ENSG00000284419	ENSG00000284419.1	26208186	26208278
20	ENSG00000199266	ENSG00000199266.1	38449370	38449503
20	ENSG00000199691	ENSG00000199691.1	38761528	38761842
20	ENSG00000264901	ENSG00000264901.1	47166967	47167058
20	ENSG00000238452	ENSG00000238452.1	48494234	48494309
20	ENSG00000252540	ENSG00000252540.1	49794811	49794914
20	ENSG00000275453	ENSG00000275453.2	38516563	38516632
7	ENSG00000078053	ENSG00000078053.17	38383704	38631420
20	ENSG00000252467	ENSG00000252467.1	51902291	51902395
20	ENSG00000206959	ENSG00000206959.1	53544615	53544725
20	ENSG00000238785	ENSG00000238785.1	47904348	47904423
18	ENSG00000265728	ENSG00000265728.1	10594590	10604798
20	ENSG00000252654	ENSG00000252654.1	51904969	51905030
18	ENSG00000266604	ENSG00000266604.1	10612304	10626353
20	ENSG00000199490	ENSG00000199490.1	49920597	49920694
20	ENSG00000252021	ENSG00000252021.1	45004348	45004454
18	ENSG00000264503	ENSG00000264503.1	10622123	10622267
18	ENSG00000264311	ENSG00000264311.1	10623876	10624305
20	ENSG00000277034	ENSG00000277034.1	38421647	38421774
20	ENSG00000225091	ENSG00000225091.3	38427309	38427442
20	ENSG00000201512	ENSG00000201512.1	38429670	38429803
20	ENSG00000200354	ENSG00000200354.1	38433865	38433998
18	ENSG00000264072	ENSG00000264072.1	10627646	10628846
20	ENSG00000206710	ENSG00000206710.1	49972106	49972212
20	ENSG00000202186	ENSG00000202186.1	47484278	47484381
18	ENSG00000266470	ENSG00000266470.1	10632238	10632396
20	ENSG00000222118	ENSG00000222118.1	56205052	56205173
18	ENSG00000265038	ENSG00000265038.1	10636670	10637399
20	ENSG00000252091	ENSG00000252091.1	56667430	56667531
20	ENSG00000266761	ENSG00000266761.1	51452905	51452977
20	ENSG00000207158	ENSG00000207158.1	56785981	56786087
20	ENSG00000238468	ENSG00000238468.1	53668697	53668758
X	ENSG00000236509	ENSG00000236509.2	134607157	134607632
20	ENSG00000252089	ENSG00000252089.1	54859688	54859812
18	ENSG00000260779	ENSG00000260779.1	10661933	10666887
X	ENSG00000280142	ENSG00000280142.1	122242008	122242616
20	ENSG00000266666	ENSG00000266666.1	57321502	57321591
20	ENSG00000244376	ENSG00000244376.3	50429190	50429483
X	ENSG00000237963	ENSG00000237963.1	65356890	65357547
20	ENSG00000199218	ENSG00000199218.1	53097652	53097984
20	ENSG00000276031	ENSG00000276031.1	49721949	49722247
18	ENSG00000264843	ENSG00000264843.1	10704297	10709599
X	ENSG00000046774	ENSG00000046774.10	142202342	142205290
20	ENSG00000238777	ENSG00000238777.1	59852667	59852728
20	ENSG00000252064	ENSG00000252064.1	57311854	57311958
18	ENSG00000264714	ENSG00000264714.1	10724619	10728539
20	ENSG00000265306	ENSG00000265306.1	62064802	62064885
20	ENSG00000284193	ENSG00000284193.1	61953546	61953662
20	ENSG00000199683	ENSG00000199683.1	37975156	37975481
20	ENSG00000207802	ENSG00000207802.1	60308474	60308567
20	ENSG00000266140	ENSG00000266140.1	60478111	60478181
20	ENSG00000265617	ENSG00000265617.1	60564562	60564625
20	ENSG00000223190	ENSG00000223190.1	43063326	43063609
20	ENSG00000221091	ENSG00000221091.1	50614636	50614785
18	ENSG00000274838	ENSG00000274838.1	10759584	10759649
20	ENSG00000199017	ENSG00000199017.2	62554306	62554376
18	ENSG00000263952	ENSG00000263952.5	10893617	10908783
20	ENSG00000284508	ENSG00000284508.1	62564912	62565013
20	ENSG00000263453	ENSG00000263453.1	57895394	57895444
20	ENSG00000222874	ENSG00000222874.1	46859333	46859672
20	ENSG00000265595	ENSG00000265595.1	54068408	54068485
20	ENSG00000207554	ENSG00000207554.1	63942631	63942726
20	ENSG00000241821	ENSG00000241821.3	56688401	56688695
14	ENSG00000258526	ENSG00000258526.7	39432599	40390547
18	ENSG00000263682	ENSG00000263682.1	11326270	11328832
20	ENSG00000284433	ENSG00000284433.1	63941465	63941544
20	ENSG00000269103	ENSG00000269103.2	49932795	49933078
9	ENSG00000234217	ENSG00000234217.2	62601226	62602672
20	ENSG00000239742	ENSG00000239742.3	50557682	50557998
20	ENSG00000274034	ENSG00000274034.1	64076955	64077010
9	ENSG00000278720	ENSG00000278720.1	66042646	66043342
20	ENSG00000201501	ENSG00000201501.1	50563009	50563110
20	ENSG00000284074	ENSG00000284074.1	62332487	62332557
20	ENSG00000201742	ENSG00000201742.1	47492978	47493085
9	ENSG00000235256	ENSG00000235256.1	62710036	62711398
20	ENSG00000208018	ENSG00000208018.1	50585786	50585879
18	ENSG00000154864	ENSG00000154864.13	10666483	11149569
20	ENSG00000275958	ENSG00000275958.1	52482801	52482991
9	ENSG00000197919	ENSG00000197919.6	21440439	21441316
20	ENSG00000199805	ENSG00000199805.1	63908955	63909119
20	ENSG00000216195	ENSG00000216195.3	63919756	63919827
20	ENSG00000275842	ENSG00000275842.1	63919868	63919939
20	ENSG00000283206	ENSG00000283206.1	63919449	63919520
9	ENSG00000230207	ENSG00000230207.1	7477045	7478320
X	ENSG00000233243	ENSG00000233243.1	27863893	27864349
20	ENSG00000216141	ENSG00000216141.3	63919505	63919576
20	ENSG00000283513	ENSG00000283513.1	63919561	63919632
20	ENSG00000124232	ENSG00000124232.11	45306840	45317824
X	ENSG00000269556	ENSG00000269556.8	149596556	149631912
9	ENSG00000196092	ENSG00000196092.14	36833269	37034268
1	ENSG00000171621	ENSG00000171621.14	9292894	9369532
17	ENSG00000279200	ENSG00000279200.1	17616043	17617745
17	ENSG00000091542	ENSG00000091542.9	18183078	18209954
11	ENSG00000198168	ENSG00000198168.9	22813799	22830299
14	ENSG00000042317	ENSG00000042317.17	88384924	88470350
17	ENSG00000235430	ENSG00000235430.1	15768717	15771426
17	ENSG00000154898	ENSG00000154898.15	20321164	20403557
1	ENSG00000272235	ENSG00000272235.1	3306636	3310096
1	ENSG00000236679	ENSG00000236679.2	347982	348366
1	ENSG00000284694	ENSG00000284694.1	4479131	4484375
11	ENSG00000184789	ENSG00000184789.6	48432217	48433147
11	ENSG00000254728	ENSG00000254728.1	48881723	48902181
1	ENSG00000162441	ENSG00000162441.12	9922113	9943407
11	ENSG00000255442	ENSG00000255442.1	50170156	50190441
17	ENSG00000184185	ENSG00000184185.10	21376357	21419870
11	ENSG00000255053	ENSG00000255053.1	48627546	48628493
11	ENSG00000254832	ENSG00000254832.1	48512273	48513220
11	ENSG00000170946	ENSG00000170946.15	31369840	31432835
17	ENSG00000276399	ENSG00000276399.1	22406019	22413744
17	ENSG00000236504	ENSG00000236504.2	20647287	20681799
20	ENSG00000124145	ENSG00000124145.6	45325288	45348424
X	ENSG00000228532	ENSG00000228532.4	115718942	115719229
X	ENSG00000229829	ENSG00000229829.1	149817170	149817644
X	ENSG00000179542	ENSG00000179542.16	143622790	143636101
17	ENSG00000109016	ENSG00000109016.17	21123364	21193265
22	ENSG00000099968	ENSG00000099968.18	17628855	17730855
X	ENSG00000186462	ENSG00000186462.9	73212299	73214851
10	ENSG00000165678	ENSG00000165678.21	84139509	84153568
X	ENSG00000271502	ENSG00000271502.1	120957227	120957479
20	ENSG00000275894	ENSG00000275894.1	45345115	45345823
X	ENSG00000286846	ENSG00000286846.1	102945971	102952039
X	ENSG00000232149	ENSG00000232149.1	123603139	123603931
X	ENSG00000214748	ENSG00000214748.2	137324972	137325049
20	ENSG00000204070	ENSG00000204070.10	45361937	45376798
12	ENSG00000182993	ENSG00000182993.5	14803666	14906586
X	ENSG00000270431	ENSG00000270431.1	115659713	115660022
X	ENSG00000280275	ENSG00000280275.1	127392760	127394771
X	ENSG00000214961	ENSG00000214961.2	134272287	134273658
11	ENSG00000255416	ENSG00000255416.1	55948120	55948924
X	ENSG00000102241	ENSG00000102241.12	136497079	136512346
1	ENSG00000230021	ENSG00000230021.10	586071	827796
12	ENSG00000212125	ENSG00000212125.2	10964425	10965352
12	ENSG00000242405	ENSG00000242405.2	12155262	12155772
12	ENSG00000256627	ENSG00000256627.1	15803164	15804158
11	ENSG00000166796	ENSG00000166796.12	18412318	18452063
12	ENSG00000256450	ENSG00000256450.1	16513445	16514371
12	ENSG00000060140	ENSG00000060140.9	10618923	10674318
1	ENSG00000271264	ENSG00000271264.1	9780822	9781240
1	ENSG00000287356	ENSG00000287356.1	2315040	2323085
8	ENSG00000254936	ENSG00000254936.4	11123381	11126064
1	ENSG00000224387	ENSG00000224387.1	2492300	2493258
8	ENSG00000254753	ENSG00000254753.1	13844101	13849109
8	ENSG00000156006	ENSG00000156006.5	18391282	18401218
7	ENSG00000285596	ENSG00000285596.1	44011882	44038978
7	ENSG00000211696	ENSG00000211696.2	38330343	38330935
1	ENSG00000187017	ENSG00000187017.17	6424776	6461367
7	ENSG00000236078	ENSG00000236078.2	47608465	47629893
8	ENSG00000228744	ENSG00000228744.1	7122857	7123704
20	ENSG00000254806	ENSG00000254806.5	45363200	45410610
8	ENSG00000271118	ENSG00000271118.1	23805933	23806154
8	ENSG00000254002	ENSG00000254002.2	23714066	23743042
17	ENSG00000260019	ENSG00000260019.2	27928924	27991787
7	ENSG00000218305	ENSG00000218305.4	48919765	48927454
10	ENSG00000234743	ENSG00000234743.1	80247219	80247683
8	ENSG00000254319	ENSG00000254319.6	2648075	2728577
7	ENSG00000221900	ENSG00000221900.6	53035633	53036925
7	ENSG00000286404	ENSG00000286404.1	54721724	54731047
7	ENSG00000230271	ENSG00000230271.1	57772584	57773199
10	ENSG00000165637	ENSG00000165637.13	75210154	75231448
7	ENSG00000106609	ENSG00000106609.16	66921225	66958551
X	ENSG00000285896	ENSG00000285896.1	8897642	8927153
20	ENSG00000124251	ENSG00000124251.11	45372557	45407889
X	ENSG00000261101	ENSG00000261101.2	101627868	101628523
X	ENSG00000123561	ENSG00000123561.15	106032435	106038727
12	ENSG00000243129	ENSG00000243129.2	13021260	13021606
19	ENSG00000176840	ENSG00000176840.12	4769031	4785077
8	ENSG00000253230	ENSG00000253230.9	9899871	9906678
12	ENSG00000053702	ENSG00000053702.15	2825348	2835544
17	ENSG00000108591	ENSG00000108591.10	18087892	18107970
20	ENSG00000232880	ENSG00000232880.1	45388347	45388705
20	ENSG00000273555	ENSG00000273555.1	45425510	45425573
20	ENSG00000254620	ENSG00000254620.1	58594417	58603973
20	ENSG00000268941	ENSG00000268941.2	58634772	58635738
X	ENSG00000237650	ENSG00000237650.2	131204068	131205010
X	ENSG00000225970	ENSG00000225970.1	143757737	143828133
20	ENSG00000124222	ENSG00000124222.22	58651253	58679526
X	ENSG00000260683	ENSG00000260683.1	127660631	127662530
8	ENSG00000253604	ENSG00000253604.1	29905735	29908956
X	ENSG00000235334	ENSG00000235334.1	128122734	128123496
8	ENSG00000272256	ENSG00000272256.1	30082758	30083467
X	ENSG00000233548	ENSG00000233548.1	145176582	145176894
X	ENSG00000287370	ENSG00000287370.1	64205974	64233855
8	ENSG00000171056	ENSG00000171056.8	10723768	10730511
X	ENSG00000235976	ENSG00000235976.2	101989481	101989872
X	ENSG00000228160	ENSG00000228160.2	69569635	69576337
X	ENSG00000183434	ENSG00000183434.10	133216662	133218354
X	ENSG00000173954	ENSG00000173954.8	139362040	139362382
12	ENSG00000188393	ENSG00000188393.9	9898673	9932370
8	ENSG00000275461	ENSG00000275461.1	5716584	5716804
8	ENSG00000253632	ENSG00000253632.1	29527312	29530323
X	ENSG00000237475	ENSG00000237475.2	73535503	73536241
15	ENSG00000258590	ENSG00000258590.5	20657638	20688408
X	ENSG00000276205	ENSG00000276205.1	131221196	131221436
X	ENSG00000231501	ENSG00000231501.1	126472728	126472884
X	ENSG00000242610	ENSG00000242610.2	131398072	131398957
X	ENSG00000226902	ENSG00000226902.1	123785009	123785451
X	ENSG00000236080	ENSG00000236080.2	115069237	115069846
X	ENSG00000236205	ENSG00000236205.1	142147862	142148866
15	ENSG00000258410	ENSG00000258410.1	20128745	20147953
X	ENSG00000089289	ENSG00000089289.16	70133447	70166324
15	ENSG00000259383	ENSG00000259383.1	20759311	20774794
7	ENSG00000164669	ENSG00000164669.13	65141032	65234216
15	ENSG00000277865	ENSG00000277865.4	22458903	22469230
8	ENSG00000036565	ENSG00000036565.15	20144855	20183206
12	ENSG00000256188	ENSG00000256188.3	11132958	11134644
1	ENSG00000285629	ENSG00000285629.1	6159430	6197757
12	ENSG00000256513	ENSG00000256513.1	28821975	28825831
1	ENSG00000173673	ENSG00000173673.8	6244179	6245578
15	ENSG00000259156	ENSG00000259156.7	20282744	20291586
6	ENSG00000227214	ENSG00000227214.2	28986203	28987484
12	ENSG00000060982	ENSG00000060982.15	24810024	24949101
6	ENSG00000235488	ENSG00000235488.1	15247815	15248634
6	ENSG00000285278	ENSG00000285278.1	10404502	10407928
16	ENSG00000286808	ENSG00000286808.1	22331039	22342938
6	ENSG00000271911	ENSG00000271911.1	761675	780648
X	ENSG00000172476	ENSG00000172476.4	103499130	103519489
16	ENSG00000167968	ENSG00000167968.13	2235816	2238711
